LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L178X102X11.1X19SLBB,,2257.821014,307926.3768,650.2557971,0,0,-1910.013768,0,0,429.6771812,787.3269565,0,0,0,848.8044928,-846.8850725,,0,737.2597101,0,0,581.5496377,2268.349275,0,0,33.71334058,45.19985507,2035.968986,19558.14565,9490.464493,252.2463043,1782.953435,18203.07812,11319.7342,-506.0087681,0,751083.7058,1882.38116,0,0,0,0,0,81.81057971,-2.302483333,0,-7.915817391
2L178X102X11.1X19LLBB,,2259.357536,308136.442,650.5444928,0,0,-1911.54942,0,0,429.9698029,787.8643913,0,0,0,849.3782319,-847.5186812,,0,737.7432754,0,0,581.9465942,2269.893188,0,0,33.72720145,45.22013768,2037.374464,19571.64913,9496.996232,252.3772609,1784.180487,18215.57829,11327.49751,-506.4104203,0,751612.8045,1883.708035,0,0,0,0,0,81.79744928,-2.304703333,0,-7.922073478
2L178X102X11.1SLBB,,2260.894058,308346.5072,650.8331884,0,0,-1913.085072,0,0,430.2624246,788.4018261,0,0,0,849.951971,-848.1522899,,0,738.2268406,0,0,582.3435507,2271.437101,0,0,33.74106232,45.24042029,2038.779942,19585.15261,9503.527971,252.5082174,1785.407539,18228.07846,11335.26081,-506.8120725,0,752141.9032,1885.034911,0,0,0,0,0,81.78431884,-2.306923333,0,-7.928329565
2L178X102X11.1LLBB,,2262.43058,308556.5725,651.1218841,0,0,-1914.620725,0,0,430.5550464,788.9392609,0,0,0,850.5257101,-848.7858986,,0,738.7104058,0,0,582.7405072,2272.981014,0,0,33.75492319,45.2607029,2040.18542,19598.65609,9510.05971,252.6391739,1786.634591,18240.57864,11343.02412,-507.2137246,0,752671.0019,1886.361786,0,0,0,0,0,81.77118841,-2.309143333,0,-7.934585652
2L178X102X15.9X9SLBB,,2263.967101,308766.6377,651.4105797,0,0,-1916.156377,0,0,430.8476681,789.4766957,0,0,0,851.0994493,-849.4195072,,0,739.193971,0,0,583.1374638,2274.524928,0,0,33.76878406,45.28098551,2041.590899,19612.15957,9516.591449,252.7701304,1787.861643,18253.07881,11350.78742,-507.6153768,0,753200.1006,1887.688661,0,0,0,0,0,81.75805797,-2.311363333,0,-7.940841739
2L178X102X15.9X9LLBB,,2265.503623,308976.7029,651.6992754,0,0,-1917.692029,0,0,431.1402899,790.0141304,0,0,0,851.6731884,-850.0531159,,0,739.6775362,0,0,583.5344203,2276.068841,0,0,33.78264493,45.30126812,2042.996377,19625.66304,9523.123188,252.901087,1789.088696,18265.57899,11358.55072,-508.017029,0,753729.1993,1889.015536,0,0,0,0,0,81.74492754,-2.313583333,0,-7.947097826
2L178X102X15.9X19SLBB,,2267.040145,309186.7681,651.987971,0,0,-1919.227681,0,0,431.4329116,790.5515652,0,0,0,852.2469275,-850.6867246,,0,740.1611014,0,0,583.9313768,2277.612754,0,0,33.7965058,45.32155072,2044.401855,19639.16652,9529.654928,253.0320435,1790.315748,18278.07916,11366.31403,-508.4186812,0,754258.298,1890.342411,0,0,0,0,0,81.7317971,-2.315803333,0,-7.953353913
2L178X102X15.9X19LLBB,,2268.576667,309396.8333,652.2766667,0,0,-1920.763333,0,0,431.7255333,791.089,0,0,0,852.8206667,-851.3203333,,0,740.6446667,0,0,584.3283333,2279.156667,0,0,33.81036667,45.34183333,2045.807333,19652.67,9536.186667,253.163,1791.5428,18290.57933,11374.07733,-508.8203333,0,754787.3967,1891.669287,0,0,0,0,0,81.71866667,-2.318023333,0,-7.95961
2L178X102X15.9SLBB,,2270.113188,309606.8986,652.5653623,0,0,-1922.298986,0,0,432.0181551,791.6264348,0,0,0,853.3944058,-851.953942,,0,741.1282319,0,0,584.7252899,2280.70058,0,0,33.82422754,45.36211594,2047.212812,19666.17348,9542.718406,253.2939565,1792.769852,18303.07951,11381.84064,-509.2219855,0,755316.4954,1892.996162,0,0,0,0,0,81.70553623,-2.320243333,0,-7.965866087
2L178X102X15.9LLBB,,2271.64971,309816.9638,652.854058,0,0,-1923.834638,0,0,432.3107768,792.1638696,0,0,0,853.9681449,-852.5875507,,0,741.6117971,0,0,585.1222464,2282.244493,0,0,33.83808841,45.38239855,2048.61829,19679.67696,9549.250145,253.424913,1793.996904,18315.57968,11389.60394,-509.6236377,0,755845.5941,1894.323037,0,0,0,0,0,81.6924058,-2.322463333,0,-7.972122174
2L178X102X9.5X9SLBB,,2273.186232,310027.029,653.1427536,0,0,-1925.37029,0,0,432.6033986,792.7013043,0,0,0,854.5418841,-853.2211594,,0,742.0953623,0,0,585.5192029,2283.788406,0,0,33.85194928,45.40268116,2050.023768,19693.18043,9555.781884,253.5558696,1795.223957,18328.07986,11397.36725,-510.0252899,0,756374.6928,1895.649912,0,0,0,0,0,81.67927536,-2.324683333,0,-7.978378261
2L178X102X9.5X9LLBB,,2274.722754,310237.0942,653.4314493,0,0,-1926.905942,0,0,432.8960203,793.2387391,0,0,0,855.1156232,-853.8547681,,0,742.5789275,0,0,585.9161594,2285.332319,0,0,33.86581014,45.42296377,2051.429246,19706.68391,9562.313623,253.6868261,1796.451009,18340.58003,11405.13055,-510.426942,0,756903.7914,1896.976788,0,0,0,0,0,81.66614493,-2.326903333,0,-7.984634348
2L178X102X9.5X19SLBB,,2276.259275,310447.1594,653.7201449,0,0,-1928.441594,0,0,433.188642,793.7761739,0,0,0,855.6893623,-854.4883768,,0,743.0624928,0,0,586.3131159,2286.876232,0,0,33.87967101,45.44324638,2052.834725,19720.18739,9568.845362,253.8177826,1797.678061,18353.0802,11412.89386,-510.8285942,0,757432.8901,1898.303663,0,0,0,0,0,81.65301449,-2.329123333,0,-7.990890435
2L178X102X9.5X19LLBB,,2277.795797,310657.2246,654.0088406,0,0,-1929.977246,0,0,433.4812638,794.3136087,0,0,0,856.2631014,-855.1219855,,0,743.546058,0,0,586.7100725,2288.420145,0,0,33.89353188,45.46352899,2054.240203,19733.69087,9575.377101,253.9487391,1798.905113,18365.58038,11420.65716,-511.2302464,0,757961.9888,1899.630538,0,0,0,0,0,81.63988406,-2.331343333,0,-7.997146522
2L178X102X9.5SLBB,,2279.332319,310867.2899,654.2975362,0,0,-1931.512899,0,0,433.7738855,794.8510435,0,0,0,856.8368406,-855.7555942,,0,744.0296232,0,0,587.107029,2289.964058,0,0,33.90739275,45.48381159,2055.645681,19747.19435,9581.908841,254.0796957,1800.132165,18378.08055,11428.42046,-511.6318986,0,758491.0875,1900.957413,0,0,0,0,0,81.62675362,-2.333563333,0,-8.003402609
2L178X102X9.5LLBB,,2280.868841,311077.3551,654.5862319,0,0,-1933.048551,0,0,434.0665072,795.3884783,0,0,0,857.4105797,-856.3892029,,0,744.5131884,0,0,587.5039855,2291.507971,0,0,33.92125362,45.5040942,2057.051159,19760.69783,9588.44058,254.2106522,1801.359217,18390.58072,11436.18377,-512.0335507,0,759020.1862,1902.284288,0,0,0,0,0,81.61362319,-2.335783333,0,-8.009658696
2L178X102X19X9SLBB,,2282.405362,311287.4203,654.8749275,0,0,-1934.584203,0,0,434.359129,795.925913,0,0,0,857.9843188,-857.0228116,,0,744.9967536,0,0,587.900942,2293.051884,0,0,33.93511449,45.52437681,2058.456638,19774.2013,9594.972319,254.3416087,1802.58627,18403.0809,11443.94707,-512.4352029,0,759549.2849,1903.611164,0,0,0,0,0,81.60049275,-2.338003333,0,-8.015914783
2L178X102X19X9LLBB,,2283.941884,311497.4855,655.1636232,0,0,-1936.119855,0,0,434.6517507,796.4633478,0,0,0,858.558058,-857.6564203,,0,745.4803188,0,0,588.2978986,2294.595797,0,0,33.94897536,45.54465942,2059.862116,19787.70478,9601.504058,254.4725652,1803.813322,18415.58107,11451.71038,-512.8368551,0,760078.3836,1904.938039,0,0,0,0,0,81.58736232,-2.340223333,0,-8.02217087
2L178X102X19X19SLBB,,2285.478406,311707.5507,655.4523188,0,0,-1937.655507,0,0,434.9443725,797.0007826,0,0,0,859.1317971,-858.290029,,0,745.9638841,0,0,588.6948551,2296.13971,0,0,33.96283623,45.56494203,2061.267594,19801.20826,9608.035797,254.6035217,1805.040374,18428.08125,11459.47368,-513.2385072,0,760607.4823,1906.264914,0,0,0,0,0,81.57423188,-2.342443333,0,-8.028426957
2L178X102X19X19LLBB,,2287.014928,311917.6159,655.7410145,0,0,-1939.191159,0,0,435.2369942,797.5382174,0,0,0,859.7055362,-858.9236377,,0,746.4474493,0,0,589.0918116,2297.683623,0,0,33.9766971,45.58522464,2062.673072,19814.71174,9614.567536,254.7344783,1806.267426,18440.58142,11467.23699,-513.6401594,0,761136.581,1907.591789,0,0,0,0,0,81.56110145,-2.344663333,0,-8.034683043
2L178X102X19SLBB,,2288.551449,312127.6812,656.0297101,0,0,-1940.726812,0,0,435.5296159,798.0756522,0,0,0,860.2792754,-859.5572464,,0,746.9310145,0,0,589.4887681,2299.227536,0,0,33.99055797,45.60550725,2064.078551,19828.21522,9621.099275,254.8654348,1807.494478,18453.08159,11475.00029,-514.0418116,0,761665.6797,1908.918664,0,0,0,0,0,81.54797101,-2.346883333,0,-8.04093913
2L178X102X19LLBB,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E60,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L178X102X12.7X9SLBB,,2290.087971,312337.7464,656.3184058,0,0,-1942.262464,0,0,435.8222377,798.613087,0,0,0,860.8530145,-860.1908551,,0,747.4145797,0,0,589.8857246,2300.771449,0,0,34.00441884,45.62578986,2065.484029,19841.7187,9627.631014,254.9963913,1808.72153,18465.58177,11482.76359,-514.4434638,0,762194.7784,1910.24554,0,0,0,0,0,81.53484058,-2.349103333,0,-8.047195217
2L178X102X12.7X9LLBB,,2291.624493,312547.8116,656.6071014,0,0,-1943.798116,0,0,436.1148594,799.1505217,0,0,0,861.4267536,-860.8244638,,0,747.8981449,0,0,590.2826812,2302.315362,0,0,34.01827971,45.64607246,2066.889507,19855.22217,9634.162754,255.1273478,1809.948583,18478.08194,11490.5269,-514.8451159,0,762723.8771,1911.572415,0,0,0,0,0,81.52171014,-2.351323333,0,-8.053451304
2L178X102X12.7X19SLBB,,2293.161014,312757.8768,656.8957971,0,0,-1945.333768,0,0,436.4074812,799.6879565,0,0,0,862.0004928,-861.4580725,,0,748.3817101,0,0,590.6796377,2303.859275,0,0,34.03214058,45.66635507,2068.294986,19868.72565,9640.694493,255.2583043,1811.175635,18490.58212,11498.2902,-515.2467681,0,763252.9758,1912.89929,0,0,0,0,0,81.50857971,-2.353543333,0,-8.059707391
2L178X102X12.7X19LLBB,,2294.697536,312967.942,657.1844928,0,0,-1946.86942,0,0,436.7001029,800.2253913,0,0,0,862.5742319,-862.0916812,,0,748.8652754,0,0,591.0765942,2305.403188,0,0,34.04600145,45.68663768,2069.700464,19882.22913,9647.226232,255.3892609,1812.402687,18503.08229,11506.05351,-515.6484203,0,763782.0745,1914.226165,0,0,0,0,0,81.49544928,-2.355763333,0,-8.065963478
2L178X102X12.7SLBB,,2296.234058,313178.0072,657.4731884,0,0,-1948.405072,0,0,436.9927246,800.7628261,0,0,0,863.147971,-862.7252899,,0,749.3488406,0,0,591.4735507,2306.947101,0,0,34.05986232,45.70692029,2071.105942,19895.73261,9653.757971,255.5202174,1813.629739,18515.58246,11513.81681,-516.0500725,0,764311.1732,1915.553041,0,0,0,0,0,81.48231884,-2.357983333,0,-8.072219565
2L178X102X12.7LLBB,,2297.77058,313388.0725,657.7618841,0,0,-1949.940725,0,0,437.2853464,801.3002609,0,0,0,863.7217101,-863.3588986,,0,749.8324058,0,0,591.8705072,2308.491014,0,0,34.07372319,45.7272029,2072.51142,19909.23609,9660.28971,255.6511739,1814.856791,18528.08264,11521.58012,-516.4517246,0,764840.2719,1916.879916,0,0,0,0,0,81.46918841,-2.360203333,0,-8.078475652
2L152X152X14.3X9,,2299.307101,313598.1377,658.0505797,0,0,-1951.476377,0,0,437.5779681,801.8376957,0,0,0,864.2954493,-863.9925072,,0,750.315971,0,0,592.2674638,2310.034928,0,0,34.08758406,45.74748551,2073.916899,19922.73957,9666.821449,255.7821304,1816.083843,18540.58281,11529.34342,-516.8533768,0,765369.3706,1918.206791,0,0,0,0,0,81.45605797,-2.362423333,0,-8.084731739
2L152X152X14.3X19,,2300.843623,313808.2029,658.3392754,0,0,-1953.012029,0,0,437.8705899,802.3751304,0,0,0,864.8691884,-864.6261159,,0,750.7995362,0,0,592.6644203,2311.578841,0,0,34.10144493,45.76776812,2075.322377,19936.24304,9673.353188,255.913087,1817.310896,18553.08299,11537.10672,-517.255029,0,765898.4693,1919.533666,0,0,0,0,0,81.44292754,-2.364643333,0,-8.090987826
2L152X152X14.3,,2302.380145,314018.2681,658.627971,0,0,-1954.547681,0,0,438.1632116,802.9125652,0,0,0,865.4429275,-865.2597246,,0,751.2831014,0,0,593.0613768,2313.122754,0,0,34.1153058,45.78805072,2076.727855,19949.74652,9679.884928,256.0440435,1818.537948,18565.58316,11544.87003,-517.6566812,0,766427.568,1920.860541,0,0,0,0,0,81.4297971,-2.366863333,0,-8.097243913
2L152X152X22.2X9,,2303.916667,314228.3333,658.9166667,0,0,-1956.083333,0,0,438.4558333,803.45,0,0,0,866.0166667,-865.8933333,,0,751.7666667,0,0,593.4583333,2314.666667,0,0,34.12916667,45.80833333,2078.133333,19963.25,9686.416667,256.175,1819.765,18578.08333,11552.63333,-518.0583333,0,766956.6667,1922.187417,0,0,0,0,0,81.41666667,-2.369083333,0,-8.1035
2L152X152X22.2X19,,2305.453188,314438.3986,659.2053623,0,0,-1957.618986,0,0,438.7484551,803.9874348,0,0,0,866.5904058,-866.526942,,0,752.2502319,0,0,593.8552899,2316.21058,0,0,34.14302754,45.82861594,2079.538812,19976.75348,9692.948406,256.3059565,1820.992052,18590.58351,11560.39664,-518.4599855,0,767485.7654,1923.514292,0,0,0,0,0,81.40353623,-2.371303333,0,-8.109756087
2L152X152X22.2,,2306.98971,314648.4638,659.494058,0,0,-1959.154638,0,0,439.0410768,804.5248696,0,0,0,867.1641449,-867.1605507,,0,752.7337971,0,0,594.2522464,2317.754493,0,0,34.15688841,45.84889855,2080.94429,19990.25696,9699.480145,256.436913,1822.219104,18603.08368,11568.15994,-518.8616377,0,768014.8641,1924.841167,0,0,0,0,0,81.3904058,-2.373523333,0,-8.116012174
2L152X152X11.1X9,,2308.526232,314858.529,659.7827536,0,0,-1960.69029,0,0,439.3336986,805.0623043,0,0,0,867.7378841,-867.7941594,,0,753.2173623,0,0,594.6492029,2319.298406,0,0,34.17074928,45.86918116,2082.349768,20003.76043,9706.011884,256.5678696,1823.446157,18615.58386,11575.92325,-519.2632899,0,768543.9628,1926.168042,0,0,0,0,0,81.37727536,-2.375743333,0,-8.122268261
2L152X152X11.1X19,,2310.062754,315068.5942,660.0714493,0,0,-1962.225942,0,0,439.6263203,805.5997391,0,0,0,868.3116232,-868.4277681,,0,753.7009275,0,0,595.0461594,2320.842319,0,0,34.18461014,45.88946377,2083.755246,20017.26391,9712.543623,256.6988261,1824.673209,18628.08403,11583.68655,-519.664942,0,769073.0614,1927.494918,0,0,0,0,0,81.36414493,-2.377963333,0,-8.128524348
2L152X152X11.1,,2311.599275,315278.6594,660.3601449,0,0,-1963.761594,0,0,439.918942,806.1371739,0,0,0,868.8853623,-869.0613768,,0,754.1844928,0,0,595.4431159,2322.386232,0,0,34.19847101,45.90974638,2085.160725,20030.76739,9719.075362,256.8297826,1825.900261,18640.5842,11591.44986,-520.0665942,0,769602.1601,1928.821793,0,0,0,0,0,81.35101449,-2.380183333,0,-8.134780435
2L152X152X15.9X9,,2313.135797,315488.7246,660.6488406,0,0,-1965.297246,0,0,440.2115638,806.6746087,0,0,0,869.4591014,-869.6949855,,0,754.668058,0,0,595.8400725,2323.930145,0,0,34.21233188,45.93002899,2086.566203,20044.27087,9725.607101,256.9607391,1827.127313,18653.08438,11599.21316,-520.4682464,0,770131.2588,1930.148668,0,0,0,0,0,81.33788406,-2.382403333,0,-8.141036522
2L152X152X15.9X19,,2314.672319,315698.7899,660.9375362,0,0,-1966.832899,0,0,440.5041855,807.2120435,0,0,0,870.0328406,-870.3285942,,0,755.1516232,0,0,596.237029,2325.474058,0,0,34.22619275,45.95031159,2087.971681,20057.77435,9732.138841,257.0916957,1828.354365,18665.58455,11606.97646,-520.8698986,0,770660.3575,1931.475543,0,0,0,0,0,81.32475362,-2.384623333,0,-8.147292609
2L152X152X15.9,,2316.208841,315908.8551,661.2262319,0,0,-1968.368551,0,0,440.7968072,807.7494783,0,0,0,870.6065797,-870.9622029,,0,755.6351884,0,0,596.6339855,2327.017971,0,0,34.24005362,45.9705942,2089.377159,20071.27783,9738.67058,257.2226522,1829.581417,18678.08472,11614.73977,-521.2715507,0,771189.4562,1932.802418,0,0,0,0,0,81.31162319,-2.386843333,0,-8.153548696
2L152X152X7.9X9,,2317.745362,316118.9203,661.5149275,0,0,-1969.904203,0,0,441.089429,808.286913,0,0,0,871.1803188,-871.5958116,,0,756.1187536,0,0,597.030942,2328.561884,0,0,34.25391449,45.99087681,2090.782638,20084.7813,9745.202319,257.3536087,1830.80847,18690.5849,11622.50307,-521.6732029,0,771718.5549,1934.129294,0,0,0,0,0,81.29849275,-2.389063333,0,-8.159804783
2L152X152X7.9X19,,2319.281884,316328.9855,661.8036232,0,0,-1971.439855,0,0,441.3820507,808.8243478,0,0,0,871.754058,-872.2294203,,0,756.6023188,0,0,597.4278986,2330.105797,0,0,34.26777536,46.01115942,2092.188116,20098.28478,9751.734058,257.4845652,1832.035522,18703.08507,11630.26638,-522.0748551,0,772247.6536,1935.456169,0,0,0,0,0,81.28536232,-2.391283333,0,-8.16606087
2L152X152X7.9,,2320.818406,316539.0507,662.0923188,0,0,-1972.975507,0,0,441.6746725,809.3617826,0,0,0,872.3277971,-872.863029,,0,757.0858841,0,0,597.8248551,2331.64971,0,0,34.28163623,46.03144203,2093.593594,20111.78826,9758.265797,257.6155217,1833.262574,18715.58525,11638.02968,-522.4765072,0,772776.7523,1936.783044,0,0,0,0,0,81.27223188,-2.393503333,0,-8.172316957
2L152X152X9.5X9,,2322.354928,316749.1159,662.3810145,0,0,-1974.511159,0,0,441.9672942,809.8992174,0,0,0,872.9015362,-873.4966377,,0,757.5694493,0,0,598.2218116,2333.193623,0,0,34.2954971,46.05172464,2094.999072,20125.29174,9764.797536,257.7464783,1834.489626,18728.08542,11645.79299,-522.8781594,0,773305.851,1938.109919,0,0,0,0,0,81.25910145,-2.395723333,0,-8.178573043
2L152X152X9.5X19,,2323.891449,316959.1812,662.6697101,0,0,-1976.046812,0,0,442.2599159,810.4366522,0,0,0,873.4752754,-874.1302464,,0,758.0530145,0,0,598.6187681,2334.737536,0,0,34.30935797,46.07200725,2096.404551,20138.79522,9771.329275,257.8774348,1835.716678,18740.58559,11653.55629,-523.2798116,0,773834.9497,1939.436794,0,0,0,0,0,81.24597101,-2.397943333,0,-8.18482913
2L152X152X9.5,,2325.427971,317169.2464,662.9584058,0,0,-1977.582464,0,0,442.5525377,810.974087,0,0,0,874.0490145,-874.7638551,,0,758.5365797,0,0,599.0157246,2336.281449,0,0,34.32321884,46.09228986,2097.810029,20152.2987,9777.861014,258.0083913,1836.94373,18753.08577,11661.31959,-523.6814638,0,774364.0484,1940.76367,0,0,0,0,0,81.23284058,-2.400163333,0,-8.191085217
2L152X152X19X9,,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,,X,Y,E61,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
2L152X152X19X19,,2326.964493,317379.3116,663.2471014,0,0,-1979.118116,0,0,442.8451594,811.5115217,0,0,0,874.6227536,-875.3974638,,0,759.0201449,0,0,599.4126812,2337.825362,0,0,34.33707971,46.11257246,2099.215507,20165.80217,9784.392754,258.1393478,1838.170783,18765.58594,11669.0829,-524.0831159,0,774893.1471,1942.090545,0,0,0,0,0,81.21971014,-2.402383333,0,-8.197341304
2L152X152X19,,2328.501014,317589.3768,663.5357971,0,0,-1980.653768,0,0,443.1377812,812.0489565,0,0,0,875.1964928,-876.0310725,,0,759.5037101,0,0,599.8096377,2339.369275,0,0,34.35094058,46.13285507,2100.620986,20179.30565,9790.924493,258.2703043,1839.397835,18778.08612,11676.8462,-524.4847681,0,775422.2458,1943.41742,0,0,0,0,0,81.20657971,-2.404603333,0,-8.203597391
2L152X152X25.4X9,,2330.037536,317799.442,663.8244928,0,0,-1982.18942,0,0,443.4304029,812.5863913,0,0,0,875.7702319,-876.6646812,,0,759.9872754,0,0,600.2065942,2340.913188,0,0,34.36480145,46.15313768,2102.026464,20192.80913,9797.456232,258.4012609,1840.624887,18790.58629,11684.60951,-524.8864203,0,775951.3445,1944.744295,0,0,0,0,0,81.19344928,-2.406823333,0,-8.209853478
2L152X152X25.4X19,,2331.574058,318009.5072,664.1131884,0,0,-1983.725072,0,0,443.7230246,813.1238261,0,0,0,876.343971,-877.2982899,,0,760.4708406,0,0,600.6035507,2342.457101,0,0,34.37866232,46.17342029,2103.431942,20206.31261,9803.987971,258.5322174,1841.851939,18803.08646,11692.37281,-525.2880725,0,776480.4432,1946.071171,0,0,0,0,0,81.18031884,-2.409043333,0,-8.216109565
2L152X152X12.7X9,,2333.11058,318219.5725,664.4018841,0,0,-1985.260725,0,0,444.0156464,813.6612609,0,0,0,876.9177101,-877.9318986,,0,760.9544058,0,0,601.0005072,2344.001014,0,0,34.39252319,46.1937029,2104.83742,20219.81609,9810.51971,258.6631739,1843.078991,18815.58664,11700.13612,-525.6897246,0,777009.5419,1947.398046,0,0,0,0,0,81.16718841,-2.411263333,0,-8.222365652
2L152X152X12.7X19,,2334.647101,318429.6377,664.6905797,0,0,-1986.796377,0,0,444.3082681,814.1986957,0,0,0,877.4914493,-878.5655072,,0,761.437971,0,0,601.3974638,2345.544928,0,0,34.40638406,46.21398551,2106.242899,20233.31957,9817.051449,258.7941304,1844.306043,18828.08681,11707.89942,-526.0913768,0,777538.6406,1948.724921,0,0,0,0,0,81.15405797,-2.413483333,0,-8.228621739
2L152X152X12.7,,2336.183623,318639.7029,664.9792754,0,0,-1988.332029,0,0,444.6008899,814.7361304,0,0,0,878.0651884,-879.1991159,,0,761.9215362,0,0,601.7944203,2347.088841,0,0,34.42024493,46.23426812,2107.648377,20246.82304,9823.583188,258.925087,1845.533096,18840.58699,11715.66272,-526.493029,0,778067.7393,1950.051796,0,0,0,0,0,81.14092754,-2.415703333,0,-8.234877826
2L152X152X25.4,,2337.720145,318849.7681,665.267971,0,0,-1989.867681,0,0,444.8935116,815.2735652,0,0,0,878.6389275,-879.8327246,,0,762.4051014,0,0,602.1913768,2348.632754,0,0,34.4341058,46.25455072,2109.053855,20260.32652,9830.114928,259.0560435,1846.760148,18853.08716,11723.42603,-526.8946812,0,778596.838,1951.378671,0,0,0,0,0,81.1277971,-2.417923333,0,-8.241133913
2L152X102X14.3X9SLBB,,2339.256667,319059.8333,665.5566667,0,0,-1991.403333,0,0,445.1861333,815.811,0,0,0,879.2126667,-880.4663333,,0,762.8886667,0,0,602.5883333,2350.176667,0,0,34.44796667,46.27483333,2110.459333,20273.83,9836.646667,259.187,1847.9872,18865.58733,11731.18933,-527.2963333,0,779125.9367,1952.705547,0,0,0,0,0,81.11466667,-2.420143333,0,-8.24739
2L152X102X14.3X9LLBB,,2340.793188,319269.8986,665.8453623,0,0,-1992.938986,0,0,445.4787551,816.3484348,0,0,0,879.7864058,-881.099942,,0,763.3722319,0,0,602.9852899,2351.72058,0,0,34.46182754,46.29511594,2111.864812,20287.33348,9843.178406,259.3179565,1849.214252,18878.08751,11738.95264,-527.6979855,0,779655.0354,1954.032422,0,0,0,0,0,81.10153623,-2.422363333,0,-8.253646087
2L152X102X14.3X19SLBB,,2342.32971,319479.9638,666.134058,0,0,-1994.474638,0,0,445.7713768,816.8858696,0,0,0,880.3601449,-881.7335507,,0,763.8557971,0,0,603.3822464,2353.264493,0,0,34.47568841,46.31539855,2113.27029,20300.83696,9849.710145,259.448913,1850.441304,18890.58768,11746.71594,-528.0996377,0,780184.1341,1955.359297,0,0,0,0,0,81.0884058,-2.424583333,0,-8.259902174
2L152X102X14.3X19LLBB,,2343.866232,319690.029,666.4227536,0,0,-1996.01029,0,0,446.0639986,817.4233043,0,0,0,880.9338841,-882.3671594,,0,764.3393623,0,0,603.7792029,2354.808406,0,0,34.48954928,46.33568116,2114.675768,20314.34043,9856.241884,259.5798696,1851.668357,18903.08786,11754.47925,-528.5012899,0,780713.2328,1956.686172,0,0,0,0,0,81.07527536,-2.426803333,0,-8.266158261
2L152X102X14.3SLBB,,2345.402754,319900.0942,666.7114493,0,0,-1997.545942,0,0,446.3566203,817.9607391,0,0,0,881.5076232,-883.0007681,,0,764.8229275,0,0,604.1761594,2356.352319,0,0,34.50341014,46.35596377,2116.081246,20327.84391,9862.773623,259.7108261,1852.895409,18915.58803,11762.24255,-528.902942,0,781242.3314,1958.013048,0,0,0,0,0,81.06214493,-2.429023333,0,-8.272414348
2L152X102X14.3LLBB,,2346.939275,320110.1594,667.0001449,0,0,-1999.081594,0,0,446.649242,818.4981739,0,0,0,882.0813623,-883.6343768,,0,765.3064928,0,0,604.5731159,2357.896232,0,0,34.51727101,46.37624638,2117.486725,20341.34739,9869.305362,259.8417826,1854.122461,18928.0882,11770.00586,-529.3045942,0,781771.4301,1959.339923,0,0,0,0,0,81.04901449,-2.431243333,0,-8.278670435
2L152X102X22.2X9SLBB,,2348.475797,320320.2246,667.2888406,0,0,-2000.617246,0,0,446.9418638,819.0356087,0,0,0,882.6551014,-884.2679855,,0,765.790058,0,0,604.9700725,2359.440145,0,0,34.53113188,46.39652899,2118.892203,20354.85087,9875.837101,259.9727391,1855.349513,18940.58838,11777.76916,-529.7062464,0,782300.5288,1960.666798,0,0,0,0,0,81.03588406,-2.433463333,0,-8.284926522
2L152X102X22.2X9LLBB,,2350.012319,320530.2899,667.5775362,0,0,-2002.152899,0,0,447.2344855,819.5730435,0,0,0,883.2288406,-884.9015942,,0,766.2736232,0,0,605.367029,2360.984058,0,0,34.54499275,46.41681159,2120.297681,20368.35435,9882.368841,260.1036957,1856.576565,18953.08855,11785.53246,-530.1078986,0,782829.6275,1961.993673,0,0,0,0,0,81.02275362,-2.435683333,0,-8.291182609
2L152X102X22.2X19SLBB,,2351.548841,320740.3551,667.8662319,0,0,-2003.688551,0,0,447.5271072,820.1104783,0,0,0,883.8025797,-885.5352029,,0,766.7571884,0,0,605.7639855,2362.527971,0,0,34.55885362,46.4370942,2121.703159,20381.85783,9888.90058,260.2346522,1857.803617,18965.58872,11793.29577,-530.5095507,0,783358.7262,1963.320548,0,0,0,0,0,81.00962319,-2.437903333,0,-8.297438696
2L152X102X22.2X19LLBB,,2353.085362,320950.4203,668.1549275,0,0,-2005.224203,0,0,447.819729,820.647913,0,0,0,884.3763188,-886.1688116,,0,767.2407536,0,0,606.160942,2364.071884,0,0,34.57271449,46.45737681,2123.108638,20395.3613,9895.432319,260.3656087,1859.03067,18978.0889,11801.05907,-530.9112029,0,783887.8249,1964.647424,0,0,0,0,0,80.99649275,-2.440123333,0,-8.303694783
